country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Kuwait,KW,KWT,414,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Kuwait,KW,KWT,414,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Kuwait,KW,KWT,414,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,98,Total,Units,%,Estimated value,,,12 to 23 months old
Kuwait,KW,KWT,414,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,98,Total,Units,%,Estimated value,,,12 to 23 months old
Kuwait,KW,KWT,414,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
Kuwait,KW,KWT,414,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,99,Total,Units,%,Estimated value,,,12 to 23 months old
Kuwait,KW,KWT,414,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,99,Total,Units,%,Estimated value,,,12 to 23 months old
Kuwait,KW,KWT,414,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,99,Total,Units,%,Estimated value,,,12 to 23 months old
Kuwait,KW,KWT,414,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,99,Total,Units,%,Estimated value,,,12 to 23 months old
Kyrgyzstan,KG,KGZ,417,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,54,Total,Units,%,Estimated value,,,12 to 23 months old
Kyrgyzstan,KG,KGZ,417,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,94,Total,Units,%,Estimated value,,,12 to 23 months old
Kyrgyzstan,KG,KGZ,417,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,86,Total,Units,%,Estimated value,,,12 to 23 months old
Kyrgyzstan,KG,KGZ,417,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,87,Total,Units,%,Estimated value,,,12 to 23 months old
Kyrgyzstan,KG,KGZ,417,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,91,Total,Units,%,Estimated value,,,12 to 23 months old
Kyrgyzstan,KG,KGZ,417,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,86,Total,Units,%,Estimated value,,,12 to 23 months old
Kyrgyzstan,KG,KGZ,417,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,85,Total,Units,%,Estimated value,,,12 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,11,Total,Units,%,Estimated value,,,12 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,59,Total,Units,%,Estimated value,,,12 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,71,Total,Units,%,Estimated value,,,12 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,68,Total,Units,%,Estimated value,,,12 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,62,Total,Units,%,Estimated value,,,12 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,58,Total,Units,%,Estimated value,,,12 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,60,Total,Units,%,Estimated value,,,12 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,64,Total,Units,%,Estimated value,,,12 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,69,Total,Units,%,Estimated value,,,12 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,63,Total,Units,%,Estimated value,,,12 to 23 months old
Latvia,LV,LVA,428,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,98,Total,Units,%,Estimated value,,,12 to 23 months old
Latvia,LV,LVA,428,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Latvia,LV,LVA,428,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,98,Total,Units,%,Estimated value,,,12 to 23 months old
Latvia,LV,LVA,428,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,97,Total,Units,%,Estimated value,,,12 to 23 months old
Latvia,LV,LVA,428,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
Latvia,LV,LVA,428,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
Latvia,LV,LVA,428,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,96,Total,Units,%,Estimated value,,,12 to 23 months old
Latvia,LV,LVA,428,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,99,Total,Units,%,Estimated value,,,12 to 23 months old
Latvia,LV,LVA,428,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,98,Total,Units,%,Estimated value,,,12 to 23 months old
Latvia,LV,LVA,428,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,98,Total,Units,%,Estimated value,,,12 to 23 months old
Lebanon,LB,LBN,422,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,96,Total,Units,%,Estimated value,,,12 to 23 months old
Lebanon,LB,LBN,422,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,96,Total,Units,%,Estimated value,,,12 to 23 months old
Lebanon,LB,LBN,422,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,96,Total,Units,%,Estimated value,,,12 to 23 months old
Lebanon,LB,LBN,422,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,96,Total,Units,%,Estimated value,,,12 to 23 months old
Lebanon,LB,LBN,422,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,96,Total,Units,%,Estimated value,,,12 to 23 months old
Lebanon,LB,LBN,422,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,82,Total,Units,%,Estimated value,,,12 to 23 months old
Lebanon,LB,LBN,422,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,80,Total,Units,%,Estimated value,,,12 to 23 months old
Lebanon,LB,LBN,422,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,80,Total,Units,%,Estimated value,,,12 to 23 months old
Lebanon,LB,LBN,422,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,86,Total,Units,%,Estimated value,,,12 to 23 months old
Lebanon,LB,LBN,422,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,86,Total,Units,%,Estimated value,,,12 to 23 months old
Lesotho,LS,LSO,426,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,44,Total,Units,%,Estimated value,,,12 to 23 months old
Lesotho,LS,LSO,426,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,0,Total,Units,%,Estimated value,,,12 to 23 months old
Lesotho,LS,LSO,426,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,39,Total,Units,%,Estimated value,,,12 to 23 months old
Lesotho,LS,LSO,426,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,92,Total,Units,%,Estimated value,,,12 to 23 months old
Lesotho,LS,LSO,426,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,93,Total,Units,%,Estimated value,,,12 to 23 months old
Lesotho,LS,LSO,426,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,97,Total,Units,%,Estimated value,,,12 to 23 months old
Lesotho,LS,LSO,426,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,90,Total,Units,%,Estimated value,,,12 to 23 months old
Lesotho,LS,LSO,426,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,87,Total,Units,%,Estimated value,,,12 to 23 months old
Lesotho,LS,LSO,426,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,87,Total,Units,%,Estimated value,,,12 to 23 months old
Liberia,LR,LBR,430,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,29,Total,Units,%,Estimated value,,,12 to 23 months old
Liberia,LR,LBR,430,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,65,Total,Units,%,Estimated value,,,12 to 23 months old
Liberia,LR,LBR,430,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,66,Total,Units,%,Estimated value,,,12 to 23 months old
Liberia,LR,LBR,430,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,67,Total,Units,%,Estimated value,,,12 to 23 months old
Liberia,LR,LBR,430,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,64,Total,Units,%,Estimated value,,,12 to 23 months old
Liberia,LR,LBR,430,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,71,Total,Units,%,Estimated value,,,12 to 23 months old
Liberia,LR,LBR,430,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,82,Total,Units,%,Estimated value,,,12 to 23 months old
Liberia,LR,LBR,430,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,82,Total,Units,%,Estimated value,,,12 to 23 months old
Libyan Arab Jamahiriya,LY,LBY,434,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,98,Total,Units,%,Estimated value,,,12 to 23 months old
Libyan Arab Jamahiriya,LY,LBY,434,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,98,Total,Units,%,Estimated value,,,12 to 23 months old
Libyan Arab Jamahiriya,LY,LBY,434,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Libyan Arab Jamahiriya,LY,LBY,434,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,74,Total,Units,%,Estimated value,,,12 to 23 months old
Libyan Arab Jamahiriya,LY,LBY,434,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,74,Total,Units,%,Estimated value,,,12 to 23 months old
Libyan Arab Jamahiriya,LY,LBY,434,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,74,Total,Units,%,Estimated value,,,12 to 23 months old
Libyan Arab Jamahiriya,LY,LBY,434,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,74,Total,Units,%,Estimated value,,,12 to 23 months old
Libyan Arab Jamahiriya,LY,LBY,434,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,74,Total,Units,%,Estimated value,,,12 to 23 months old
Libyan Arab Jamahiriya,LY,LBY,434,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,74,Total,Units,%,Estimated value,,,12 to 23 months old
Libyan Arab Jamahiriya,LY,LBY,434,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,90,Total,Units,%,Estimated value,,,12 to 23 months old
Lithuania,LT,LTU,440,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,97,Total,Units,%,Estimated value,,,12 to 23 months old
Lithuania,LT,LTU,440,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,97,Total,Units,%,Estimated value,,,12 to 23 months old
Lithuania,LT,LTU,440,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,97,Total,Units,%,Estimated value,,,12 to 23 months old
Lithuania,LT,LTU,440,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,95,Total,Units,%,Estimated value,,,12 to 23 months old
Lithuania,LT,LTU,440,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,96,Total,Units,%,Estimated value,,,12 to 23 months old
Lithuania,LT,LTU,440,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,95,Total,Units,%,Estimated value,,,12 to 23 months old
Lithuania,LT,LTU,440,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,93,Total,Units,%,Estimated value,,,12 to 23 months old
Lithuania,LT,LTU,440,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,93,Total,Units,%,Estimated value,,,12 to 23 months old
Lithuania,LT,LTU,440,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,93,Total,Units,%,Estimated value,,,12 to 23 months old
Lithuania,LT,LTU,440,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,92,Total,Units,%,Estimated value,,,12 to 23 months old
Luxembourg,LU,LUX,442,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Luxembourg,LU,LUX,442,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Luxembourg,LU,LUX,442,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Luxembourg,LU,LUX,442,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Luxembourg,LU,LUX,442,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
Luxembourg,LU,LUX,442,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
Luxembourg,LU,LUX,442,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,99,Total,Units,%,Estimated value,,,12 to 23 months old
Luxembourg,LU,LUX,442,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,99,Total,Units,%,Estimated value,,,12 to 23 months old
Luxembourg,LU,LUX,442,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,99,Total,Units,%,Estimated value,,,12 to 23 months old
Luxembourg,LU,LUX,442,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,99,Total,Units,%,Estimated value,,,12 to 23 months old
Madagascar,MG,MDG,450,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,30,Total,Units,%,Estimated value,,,12 to 23 months old
Madagascar,MG,MDG,450,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,50,Total,Units,%,Estimated value,,,12 to 23 months old
Madagascar,MG,MDG,450,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,63,Total,Units,%,Estimated value,,,12 to 23 months old
Madagascar,MG,MDG,450,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,71,Total,Units,%,Estimated value,,,12 to 23 months old
Madagascar,MG,MDG,450,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,68,Total,Units,%,Estimated value,,,12 to 23 months old
Madagascar,MG,MDG,450,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,64,Total,Units,%,Estimated value,,,12 to 23 months old
Madagascar,MG,MDG,450,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,56,Total,Units,%,Estimated value,,,12 to 23 months old
Madagascar,MG,MDG,450,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,57,Total,Units,%,Estimated value,,,12 to 23 months old
Madagascar,MG,MDG,450,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,63,Total,Units,%,Estimated value,,,12 to 23 months old
Madagascar,MG,MDG,450,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,63,Total,Units,%,Estimated value,,,12 to 23 months old
Malawi,MW,MWI,454,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,88,Total,Units,%,Estimated value,,,12 to 23 months old
Malawi,MW,MWI,454,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,91,Total,Units,%,Estimated value,,,12 to 23 months old
Malawi,MW,MWI,454,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,92,Total,Units,%,Estimated value,,,12 to 23 months old
Malawi,MW,MWI,454,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,84,Total,Units,%,Estimated value,,,12 to 23 months old
Malawi,MW,MWI,454,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,91,Total,Units,%,Estimated value,,,12 to 23 months old
Malawi,MW,MWI,454,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,90,Total,Units,%,Estimated value,,,12 to 23 months old
Malaysia,MY,MYS,458,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Malaysia,MY,MYS,458,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Malaysia,MY,MYS,458,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Malaysia,MY,MYS,458,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Malaysia,MY,MYS,458,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
Malaysia,MY,MYS,458,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,98,Total,Units,%,Estimated value,,,12 to 23 months old
Malaysia,MY,MYS,458,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,95,Total,Units,%,Estimated value,,,12 to 23 months old
Malaysia,MY,MYS,458,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,97,Total,Units,%,Estimated value,,,12 to 23 months old
Malaysia,MY,MYS,458,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,95,Total,Units,%,Estimated value,,,12 to 23 months old
Malaysia,MY,MYS,458,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,93,Total,Units,%,Estimated value,,,12 to 23 months old
Maldives,MV,MDV,462,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,82,Total,Units,%,Estimated value,,,12 to 23 months old
Maldives,MV,MDV,462,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Maldives,MV,MDV,462,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Maldives,MV,MDV,462,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Maldives,MV,MDV,462,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,98,Total,Units,%,Estimated value,,,12 to 23 months old
Maldives,MV,MDV,462,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
Maldives,MV,MDV,462,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,96,Total,Units,%,Estimated value,,,12 to 23 months old
Maldives,MV,MDV,462,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,99,Total,Units,%,Estimated value,,,12 to 23 months old
Maldives,MV,MDV,462,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,99,Total,Units,%,Estimated value,,,12 to 23 months old
Maldives,MV,MDV,462,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,99,Total,Units,%,Estimated value,,,12 to 23 months old
Mali,ML,MLI,466,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,54,Total,Units,%,Estimated value,,,12 to 23 months old
Mali,ML,MLI,466,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,56,Total,Units,%,Estimated value,,,12 to 23 months old
Mali,ML,MLI,466,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,77,Total,Units,%,Estimated value,,,12 to 23 months old
Mali,ML,MLI,466,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,77,Total,Units,%,Estimated value,,,12 to 23 months old
Mali,ML,MLI,466,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,70,Total,Units,%,Estimated value,,,12 to 23 months old
Mali,ML,MLI,466,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,77,Total,Units,%,Estimated value,,,12 to 23 months old
Mali,ML,MLI,466,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,73,Total,Units,%,Estimated value,,,12 to 23 months old
Mali,ML,MLI,466,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,72,Total,Units,%,Estimated value,,,12 to 23 months old
Mali,ML,MLI,466,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,76,Total,Units,%,Estimated value,,,12 to 23 months old
Malta,MT,MLT,470,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,98,Total,Units,%,Estimated value,,,12 to 23 months old
Malta,MT,MLT,470,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,97,Total,Units,%,Estimated value,,,12 to 23 months old
Malta,MT,MLT,470,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,98,Total,Units,%,Estimated value,,,12 to 23 months old
Malta,MT,MLT,470,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Malta,MT,MLT,470,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,98,Total,Units,%,Estimated value,,,12 to 23 months old
Malta,MT,MLT,470,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
Malta,MT,MLT,470,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,99,Total,Units,%,Estimated value,,,12 to 23 months old
Malta,MT,MLT,470,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,99,Total,Units,%,Estimated value,,,12 to 23 months old
Malta,MT,MLT,470,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,99,Total,Units,%,Estimated value,,,12 to 23 months old
Malta,MT,MLT,470,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,99,Total,Units,%,Estimated value,,,12 to 23 months old
Marshall Islands,MH,MHL,584,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,95,Total,Units,%,Estimated value,,,12 to 23 months old
Marshall Islands,MH,MHL,584,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,95,Total,Units,%,Estimated value,,,12 to 23 months old
Marshall Islands,MH,MHL,584,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,96,Total,Units,%,Estimated value,,,12 to 23 months old
Marshall Islands,MH,MHL,584,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,97,Total,Units,%,Estimated value,,,12 to 23 months old
Marshall Islands,MH,MHL,584,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,96,Total,Units,%,Estimated value,,,12 to 23 months old
Marshall Islands,MH,MHL,584,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,97,Total,Units,%,Estimated value,,,12 to 23 months old
Marshall Islands,MH,MHL,584,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,96,Total,Units,%,Estimated value,,,12 to 23 months old
Marshall Islands,MH,MHL,584,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,96,Total,Units,%,Estimated value,,,12 to 23 months old
Marshall Islands,MH,MHL,584,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,98,Total,Units,%,Estimated value,,,12 to 23 months old
Marshall Islands,MH,MHL,584,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,98,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritania,MR,MRT,478,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,6,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritania,MR,MRT,478,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,65,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritania,MR,MRT,478,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,70,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritania,MR,MRT,478,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,74,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritania,MR,MRT,478,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,72,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritania,MR,MRT,478,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,80,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritania,MR,MRT,478,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,75,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritania,MR,MRT,478,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,83,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritania,MR,MRT,478,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,88,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritania,MR,MRT,478,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,84,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritius,MU,MUS,480,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,96,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritius,MU,MUS,480,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,95,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritius,MU,MUS,480,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,98,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritius,MU,MUS,480,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,97,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritius,MU,MUS,480,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,95,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritius,MU,MUS,480,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,93,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritius,MU,MUS,480,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,96,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritius,MU,MUS,480,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,96,Total,Units,%,Estimated value,,,12 to 23 months old
Mauritius,MU,MUS,480,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,96,Total,Units,%,Estimated value,,,12 to 23 months old
Mexico,MX,MEX,484,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Mexico,MX,MEX,484,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,96,Total,Units,%,Estimated value,,,12 to 23 months old
Mexico,MX,MEX,484,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,93,Total,Units,%,Estimated value,,,12 to 23 months old
